Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Diversity Spotlight (US Headquarters Only),Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),School Program,School Type,School Method,Number of Enrollments,Number of Founders (Alumni),Number of Alumni,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Last Leadership Hiring Date,Last Layoff Mention Date,Number of Events
Amyris,https://www.crunchbase.com/organization/amyris-biotechnologies,"Biotechnology, Chemical, CleanTech, Renewable Energy","Emeryville, California, United States",Amyris Biotechnologies specializes in creating renewable products focusing on fuels and chemicals.,311,"San Francisco Bay Area, West Coast, Western US",,$10M to $50M,Active,2003-01-01,year,2010-09-28,day,,,For Profit,http://amyris.com/,,,,,,,,,,,,,,,,,,"Biotechnology, Energy, Science and Engineering, Sustainability",4,"Jack Newman, Kinkead Reiling, Neil Renninger, Vince Martin",501-1000,26,IPO,2022-12-29,50000000,USD,50000000,Post-IPO Equity,50000000,USD,50000000,Post-IPO Equity,1355165856,USD,1355165856,1870315856,USD,1870315856,"Temasek Holdings, National Institutes of Health, Procter & Gamble Company, Vivo Capital, Khosla Ventures",8,19,6,Made Acquisitions,,,,,,,,,,,,Public,2010-09-28,,,84800000,USD,84800000,650000000,USD,650000000,AMRS,https://www.crunchbase.com/ipo/amyris-biotechnologies-ipo--283af439,NASDAQ,,,1
Circle,https://www.crunchbase.com/organization/circle-2,"Banking, Blockchain, Cryptocurrency, Financial Services, FinTech","Boston, Massachusetts, United States",Circle is a global internet finance company built on blockchain technology and powered by crypto assets.,311,"Greater Boston Area, East Coast, New England",,$50M to $100M,Active,2013-01-01,year,,,,,For Profit,https://www.circle.com,,,21,21,2,,,,,,,,,,,,,"Financial Services, Lending and Investments, Other, Payments, Software",2,"Jeremy Allaire, Sean Neville",501-1000,12,Private Equity,2022-12-06,10000000,USD,10000000,Convertible Note,400000000,USD,400000000,Private Equity,1111000000,USD,1111000000,1121000000,USD,1121000000,"FTX, CICC, Digital Currency Group, Blockchain Capital, Alameda Research",8,46,5,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,2022-02-22,,12
Metaplane,https://www.crunchbase.com/organization/metaplane,"Analytics, Data Integration, Developer APIs, SaaS","Boston, Massachusetts, United States","Metaplane is an automated incident detection, impact analysis, root cause diagnosis tool.",312,"Greater Boston Area, East Coast, New England","East Asian Founded, South Asian Founded",,Active,2020-01-01,year,,,,,For Profit,https://metaplane.dev,,,,,,,,,,,,,,,,,,"Data and Analytics, Information Technology, Software",3,"Guru Mahendran, Kevin Hu, Peter Casinelli",11-50,3,Seed,2023-01-10,8400000,USD,8400000,Seed,8400000,USD,8400000,Seed,8400000,USD,8400000,8400000,USD,8400000,"Y Combinator, Guillermo Rauch, Khosla Ventures, SNR.vc, Dharmesh Shah",3,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Helm.ai,https://www.crunchbase.com/organization/helm-ai,"Artificial Intelligence, Automotive, Autonomous Vehicles, Machine Learning, Software","Menlo Park, California, United States","Helm.ai develops AI software for driver assistance systems, autonomous driving, and robotics.",315,"San Francisco Bay Area, Silicon Valley, West Coast",,,Active,2016-01-01,year,,,,,For Profit,http://www.helm.ai,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software, Transportation",2,"Tudor Achim, Vlad Voroninski",1-10,7,Late Stage Venture,2022-12-19,31000000,USD,31000000,Series C,31000000,USD,31000000,Series C,100000000,USD,100000000,100000000,USD,100000000,"A.Capital Ventures, SV Angel, One Way Ventures, Fontinalis Partners, Sound Ventures",4,28,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
Baller Mixed Reality,https://www.crunchbase.com/organization/baller-mixed-reality,"3D Technology, Augmented Reality, Blockchain, Collectibles, Cryptocurrency, Digital Entertainment, Semantic Web, Sports","Miami Beach, Florida, United States",Pioneering the New Era of Metaverse Collectibles with Augmented Reality NFTs Autographed by Legendary Athletes & Entertainers,317,"Greater Miami Area, East Coast, Southern US","Black / African American Founded, Black / African American Led",,Active,2021-02-15,day,,,,,For Profit,http://BallerMR.com,,,,,,,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Hardware, Internet Services, Media and Entertainment, Other, Payments, Software, Sports",1,Jonathan Herman,1-10,2,Seed,2022-03-15,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,3150000,USD,3150000,3150000,USD,3150000,,0,0,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,4
Quora,https://www.crunchbase.com/organization/quora,"Information Services, Internet, Product Design, Q&A, Social Media","Mountain View, California, United States",Quora is a Q&A platform with a mission to share and grow the world's knowledge.,318,"San Francisco Bay Area, Silicon Valley, West Coast",,$10M to $50M,Active,2009-06-01,day,,,,,For Profit,http://quora.com,,,,,,,,,,,,,,,,,,"Community and Lifestyle, Design, Information Technology, Internet Services, Media and Entertainment",2,"Adam D’Angelo, Charlie Cheever",501-1000,4,Late Stage Venture,2017-04-21,85000000,USD,85000000,Series D,85000000,USD,85000000,Series D,226000000,USD,226000000,226000000,USD,226000000,"Tiger Global Management, Y Combinator, Collaborative Fund, Founders Fund, SV Angel",6,15,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,2020-01-24,15
Deepgram,https://www.crunchbase.com/organization/deepgram,"Artificial Intelligence, Audio, Developer APIs, Natural Language Processing, Speech Recognition","San Francisco, California, United States",Deepgram is an AI Speech Platform that provides developers with a simple to use Speech-to-Text API.,318,"San Francisco Bay Area, West Coast, Western US",,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://deepgram.com/,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",2,"Noah Shutty, Scott Stephenson",51-100,8,Early Stage Venture,2022-11-29,47000000,USD,47000000,Series B,47000000,USD,47000000,Series B,85920000,USD,85920000,85920000,USD,85920000,"NVIDIA, Y Combinator, BlackRock, Tiger Global Management, Four Cities Capital",8,21,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
Seagen,https://www.crunchbase.com/organization/seattle-genetics,"Biotechnology, Health Care, Pharmaceutical, Therapeutics","Bothell, Washington, United States",Seagen is dedicated to improving patient outcomes with advanced antibody-drug conjugate technology.,319,"Greater Seattle Area, West Coast, Western US",,$1B to $10B,Active,1998-01-01,year,2001-03-16,day,,,For Profit,https://www.seagen.com,,,2,2,1,,2,2,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",1,Clay Siegall,1001-5000,6,IPO,2020-09-14,1000000000,USD,1000000000,Post-IPO Equity,1000000000,USD,1000000000,Post-IPO Equity,1739000000,USD,1739000000,1739000000,USD,1739000000,"Merck, Takeda, New Enterprise Associates, Sofinnova Investments",1,4,1,Made Acquisitions,,,,,,,,,,,,Public,2001-03-16,,,49000000,USD,49000000,,,,SGEN,https://www.crunchbase.com/ipo/seattle-genetics-ipo--36091f48,NASDAQ,2022-11-10,,
Fractal Homes,https://www.crunchbase.com/organization/fractal-homes,"Customer Service, Real Estate","Kent, Kent, United Kingdom",Fractal Homes aims is to modernise second-home ownership by making it more accessible and convenient.,320,,,,Active,2020-01-01,year,,,,,,https://www.fractal.homes,,,,,,,,,,,,,,,,,,"Other, Professional Services, Real Estate",,,1-10,2,Seed,2023-01-09,30000000,USD,30000000,Seed,30000000,USD,30000000,Seed,30000000,USD,30000000,30000000,USD,30000000,White Star Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
Zoox,https://www.crunchbase.com/organization/zoox,"Autonomous Vehicles, Machine Learning, Robotics, Transportation","Foster City, California, United States",Zoox is an AI robotics company that provides mobility as-a-service and self-driving car services.,320,"San Francisco Bay Area, Silicon Valley, West Coast","Black / African American Led, Women Led",$100M to $500M,Active,2014-07-29,day,2020-06-26,day,,,For Profit,https://www.zoox.com/,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software, Transportation",2,"Jesse Levinson, Tim Kentley Klay",1001-5000,6,M&A,2019-10-21,200000000,USD,200000000,Convertible Note,465000000,USD,465000000,Series B,805000000,USD,805000000,1005000000,USD,1005000000,"Blackbird Ventures, Lux Capital, Threshold, IDG Capital, Grok Ventures",5,13,1,"Made Acquisitions, Was Acquired",Zoox acquired by Amazon,https://www.crunchbase.com/acquisition/amazon-acquires-zoox--b8e94b15,Amazon,https://www.crunchbase.com/organization/amazon,2020-06-26,day,1200000000,USD,1200000000,Acquisition,,Private,,,,,,,,,,,,,,,5
Beyond Meat,https://www.crunchbase.com/organization/beyond-meat,"Food and Beverage, Food Processing, Nutrition, Organic Food","Manhattan Beach, California, United States",Beyond Meat is a food processing company that specializes in providing plant-based meat.,321,"Greater Los Angeles Area, West Coast, Western US",,$50M to $100M,Active,2009-01-01,year,2019-05-02,day,,,For Profit,http://www.beyondmeat.com,,,,,,,,,,,,,,,,,,"Food and Beverage, Health Care",1,Ethan Brown,501-1000,12,IPO,2019-04-01,,,,Series G,,,,Series G,122000000,USD,122000000,122000000,USD,122000000,"Collaborative Fund, CAVU Consumer Partners, S2G Ventures, General Mills, GreatPoint Ventures",5,26,,,,,,,,,,,,,,Public,2019-05-02,,,241000000,USD,241000000,1457000000,USD,1457000000,BYND,https://www.crunchbase.com/ipo/beyond-meat-ipo--3262a415,NASDAQ,2022-05-24,2022-10-14,1
Lime,https://www.crunchbase.com/organization/limebike,"Last Mile Transportation, Mobile Apps, Ride Sharing, Transportation","San Francisco, California, United States",Lime helps people move around their cities in an affordable and convenient way while eliminating their carbon footprint.,321,"San Francisco Bay Area, West Coast, Western US",,$10M to $50M,Active,2017-01-01,month,,,,,For Profit,https://www.li.me/,,,,,,,,,,,,,,,,,,"Apps, Mobile, Software, Transportation",6,"Adam Zhang, Brad Bao, Caen Contee, Charlie Gao, Kazuma Furuki, Toby Sun",501-1000,14,Late Stage Venture,2021-11-04,418000000,USD,418000000,Convertible Note,,,,Series D,935000000,USD,935000000,1458000000,USD,1458000000,"Apple, Uber, Andreessen Horowitz, Fidelity, Atomico",11,58,2,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,2020-04-30,1
Lightyear,https://www.crunchbase.com/organization/lightyear,"Automotive, Electric Vehicle, Energy, Manufacturing, Solar","Helmond, Noord-Brabant, The Netherlands",Lightyear is a tech company that develops scalable grid-independent solar electric vehicles.,322,European Union (EU),,$1M to $10M,Active,2016-11-12,day,,,,,For Profit,http://www.lightyear.one,,,,,,,,,,,,,,,,,,"Energy, Manufacturing, Natural Resources, Sustainability, Transportation",5,"Arjo van der Ham, Koen van Ham, Lex Hoefsloot, Martijn Lammers, Qurein Biewenga",501-1000,8,,2022-09-06,81000000,EUR,80165715,Venture - Series Unknown,81000000,EUR,80165715,Venture - Series Unknown,158704383,USD,158704383,183821717,USD,183821717,"Koenigsegg Automotibe, FAST — by GETTYLAB, BOM, Invest-NL, DELA",4,9,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
IsoPlexis,https://www.crunchbase.com/organization/isoplexis,"Biotechnology, Health Care, Medical Device, Therapeutics","Branford, Connecticut, United States",IsoPlexis is a life science technology company that develops a single-cell detection system identifying patient immune responses.,323,"East Coast, New England, Northeastern US",Women Founded,$10M to $50M,Active,2013-01-01,year,2021-10-08,day,,,For Profit,http://isoplexis.com,,,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",3,"Kara Brower, Rong Fan, Sean Mackay",251-500,13,M&A,2021-10-12,125000000,USD,125000000,Post-IPO Equity,125000000,USD,125000000,Post-IPO Equity,272400000,USD,272400000,330400000,USD,330400000,"Advantage Capital, BlackRock, Perceptive Advisors, Northpond Ventures, National Institute on Aging",6,13,,Was Acquired,IsoPlexis acquired by Berkeley Lights,https://www.crunchbase.com/acquisition/berkeley-lights-acquires-isoplexis--26009bfc,Berkeley Lights,https://www.crunchbase.com/organization/berkeley-lights,2022-12-21,day,57800000,USD,57800000,Acquisition,Stock,Public,2021-10-08,,,125000000,USD,125000000,582663765,USD,582663765,ISO,https://www.crunchbase.com/ipo/isoplexis-ipo--0d64aca4,NASDAQ,,,
Sealed,https://www.crunchbase.com/organization/sealed,"Clean Energy, CleanTech, Energy Efficiency, GreenTech, Home Improvement, Sustainability","New York, New York, United States",Sealed is your full service partner to stop home energy waste and electrify your home.,323,"Greater New York Area, East Coast, Northeastern US","Women Founded, Women Led",$1M to $10M,Active,2012-12-01,day,,,,,For Profit,http://sealed.com,,,,,,,,,,,,,,,,,,"Energy, Real Estate, Sustainability",3,"Andy Frank, Lauren Salz, Paul Gilkerson",101-250,6,,2022-05-09,15994966,USD,15994966,Venture - Series Unknown,15994966,USD,15994966,Venture - Series Unknown,78494966,USD,78494966,83494966,USD,83494966,"Fifth Wall, FootPrint Coalition, Hatzimemos / Libby, Cyrus Capital Partners, CityRock Venture Partners",2,8,1,Made Acquisitions,,,,,,,,,,,,Private,,,,,,,,,,,,,,,1
Moneyhub,https://www.crunchbase.com/organization/moneyhub,"Banking, Finance, Financial Services, FinTech","Bristol, Bristol, City of, United Kingdom","Moneyhub is a data and payments fintech that provides open banking, open finance, and open data solutions.",324,,,$1M to $10M,Active,2014-01-01,year,2014-05-08,day,,,For Profit,https://www.moneyhub.com,,,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,51-100,5,M&A,2022-12-19,15000000,GBP,18352372,Venture - Series Unknown,15000000,GBP,18352372,Venture - Series Unknown,75923378,USD,75923378,81576379,USD,81576379,"Nationwide Building Society, Lloyds Banking Group, Shawbrook Bank, Legal & General, Phoenix Group",6,7,,Was Acquired,Moneyhub acquired by MMI Holdings,https://www.crunchbase.com/acquisition/mmi-holdings-acquires-moneyhub--f303c1f7,MMI Holdings,https://www.crunchbase.com/organization/mmi-holdings,2014-05-08,day,,,,,,Private,,,,,,,,,,,,,2022-01-19,,
Cleo,https://www.crunchbase.com/organization/cleo-ai,"Artificial Intelligence, Finance, Financial Services, FinTech","London, England, United Kingdom",Cleo turns your complicated financial life into a conversation – the same kind you’d have with a friend.,326,,,,Active,2016-01-01,day,,,,,For Profit,https://www.meetcleo.com/,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",1,Barnaby Hussey-Yeo,101-250,6,Late Stage Venture,2022-06-16,80000000,USD,80000000,Series C,80000000,USD,80000000,Series C,137500000,USD,137500000,137500000,USD,137500000,"Entrepreneur First, EQT Ventures, Sofina, LocalGlobe, Balderton Capital",5,17,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
AirHelp,https://www.crunchbase.com/organization/airhelp,"Air Transportation, Document Management, Internet, Legal, Professional Services","New York, New York, United States","AirHelp helps air passengers get compensation from airlines when their flight gets canceled, delayed, or overbooked.",328,"Greater New York Area, East Coast, Northeastern US",,,Active,2013-01-25,day,,,,,For Profit,http://www.airhelp.com,,,,,,,,,,,,,,,,,,"Information Technology, Internet Services, Other, Professional Services, Software, Transportation",4,"Christian Nielsen, Greg Roodt, Henrik Zillmer, Nicolas Michaelsen",501-1000,12,Early Stage Venture,2019-07-10,,,,Series B,,,,Series B,12221000,USD,12221000,12221000,USD,12221000,"Y Combinator, Chang Corporation, Pegasus Tech Ventures, Wayne Chang, Naval Ravikant",4,33,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,3
Inbenta,https://www.crunchbase.com/organization/inbenta-semantic-search,"Artificial Intelligence, Customer Service, E-Commerce, Machine Learning, Semantic Search, Virtual Assistant","Sunnyvale, California, United States",Inbenta is a conversational AI solution designed to improve customer engagement.,329,"San Francisco Bay Area, Silicon Valley, West Coast",,$10M to $50M,Active,2005-01-01,year,,,,,For Profit,https://www.inbenta.com,,,,,,,,,,,,,,,,,,"Artificial Intelligence, Commerce and Shopping, Data and Analytics, Internet Services, Other, Professional Services, Science and Engineering, Software",1,Jordi Torras,101-250,5,Private Equity,2023-01-11,40000000,USD,40000000,Private Equity,40000000,USD,40000000,Private Equity,63326336,USD,63326336,63326336,USD,63326336,"Level Equity Management, Amasia, NTT DOCOMO Ventures, Tritium Partners, Plug and Play Insurtech",4,6,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,12
Taktile,https://www.crunchbase.com/organization/taktile,"Financial Services, FinTech, Insurance, Lending, Software","New York, New York, United States",Taktile empowers decision-makers to build and evaluate automated decision flows faster than ever before.,331,"Greater New York Area, East Coast, Northeastern US",,,Active,2020-01-01,year,,,,,,https://www.taktile.com,,,0,0,,,,,,,,,,,,,,"Financial Services, Software",2,"Dr. Maximilian Eber, Maik Taro Wehmeyer",51-100,7,Early Stage Venture,2022-11-22,20000000,USD,20000000,Series A,20000000,USD,20000000,Series A,24701000,USD,24701000,24701000,USD,24701000,"Y Combinator, Tiger Global Management, Plug and Play, Crew Capital, Index Ventures",3,11,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
KuCoin,https://www.crunchbase.com/organization/kucoin,"Bitcoin, Blockchain, Cryptocurrency, Financial Exchanges, Financial Services","Mahé, Beau Vallon, Seychelles",KuCoin is a global cryptocurrency exchange offering digital assets and providing crypto services to its users.,331,,,,Active,2017-01-01,year,,,,,For Profit,https://www.kucoin.com/?utm_source=crunchbase,,,21,22,7,,1,1,,,,,,,,,,"Financial Services, Lending and Investments, Other, Payments, Software",,,501-1000,3,,2022-07-21,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,Venture - Series Unknown,180000000,USD,180000000,180000000,USD,180000000,"Circle, NGC Ventures, Susquehanna International Group (SIG), Matrix Partners, Jump Crypto",5,7,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2020-03-17,,2
Chief,https://www.crunchbase.com/organization/chief-6603,"Communities, Professional Networking, Social Network, Women's","New York, New York, United States",Chief is a private membership network focused on connecting and supporting women executive leaders.,332,"Greater New York Area, East Coast, Northeastern US","Women Founded, Women Led",$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.chief.com,,,,,,,,,,,,,,,,,,"Community and Lifestyle, Internet Services, Professional Services",2,"Carolyn Childers, Lindsay Kaplan",101-250,4,Early Stage Venture,2022-03-31,100000000,USD,100000000,Series B,100000000,USD,100000000,Series B,140000000,USD,140000000,140000000,USD,140000000,"General Catalyst, Accel, BoxGroup, Primary Venture Partners, GGV Capital",5,15,,,,,,,,,,,,,,Private,,,,,,,,,,,,,,,
